N� EXPEDIENTE;DISTRITO;FECHA DENUNCIA;ORDENANZA;ART�CULO;CALIFICACI�N ; CUANT�A ; FECHA INICIO ; FECHA TERMINACI�N;CAUSA TERMINACION
131/2017/10159;CENTRO;10/09/2016;OLEPGR;87.1 a);GRAVE;751;27/03/2017;18/08/2017;SANCION
131/2017/10262;CENTRO;24/09/2016;OLEPGR;87.1 a);GRAVE;751;29/03/2017;23/06/2017;SANCION
131/2017/10263;CENTRO;24/09/2016;OLEPGR;87.1 a);GRAVE;751;29/03/2017;12/06/2017;SANCION
131/2017/10268;CENTRO;24/09/2016;OLEPGR;87.1 a);GRAVE;751;29/03/2017;01/06/2017;SANCION
131/2017/10272;CENTRO;18/09/2016;OLEPGR;87.1 a);GRAVE;751;29/03/2017;18/08/2017;SANCION
131/2017/10283;CENTRO;25/09/2016;OLEPGR;87.1 a);GRAVE;751;29/03/2017;22/06/2017;SANCION
131/2017/10299;CENTRO;25/09/2016;OLEPGR;87.1 a);GRAVE;751;29/03/2017;01/06/2017;SANCION
131/2017/10303;CENTRO;25/09/2016;OLEPGR;87.1 a);GRAVE;751;29/03/2017;28/06/2017;SANCION
131/2017/10956;CENTRO;13/03/2017;OLEPGR;86.2 c);LEVE;250;05/04/2017;30/05/2017;SANCION
131/2017/11014;CENTRO;03/02/2017;OLEPGR;86.2 c);LEVE;250;05/04/2017;19/06/2017;SANCION
131/2017/11039;CENTRO;03/03/2017;OLEPGR;86.2 c);LEVE;250;05/04/2017;20/06/2017;SANCION
131/2017/11044;CENTRO;22/02/2017;OLEPGR;86.2 c);LEVE;250;05/04/2017;16/08/2017;SANCION
131/2017/11049;CENTRO;03/03/2017;OLEPGR;86.2 c);LEVE;250;05/04/2017;28/11/2017;SANCION
131/2017/11055;CENTRO;05/03/2017;OLEPGR;86.2 c);LEVE;250;05/04/2017;12/07/2017;SANCION
131/2017/11059;CENTRO;13/03/2017;OLEPGR;86.2 c);LEVE;250;05/04/2017;03/08/2017;SANCION
131/2017/11068;CENTRO;21/02/2017;OLEPGR;86.2 c);LEVE;250;05/04/2017;20/09/2017;SANCION
131/2017/11086;CENTRO;28/02/2017;OLEPGR;86.2 c);LEVE;250;05/04/2017;21/12/2017;SANCION
131/2017/11101;CENTRO;28/02/2017;OLEPGR;86.2 c);LEVE;250;05/04/2017;23/06/2017;SANCION
131/2017/12207;CENTRO;17/03/2017;OLEPGR;86.1 c);LEVE;250;18/04/2017;16/01/2018;SANCION
131/2017/12232;CENTRO;04/03/2017;OLEPGR;87.1 i);GRAVE;751;18/04/2017;13/06/2017;SOBRESEIMIENTO
131/2017/12290;CENTRO;18/03/2017;OLEPGR;86.2 d);LEVE;300;18/04/2017;16/10/2017;SANCION
131/2017/12294;CENTRO;24/02/2017;OLEPGR;86.2 c);LEVE;250;18/04/2017;21/08/2017;SANCION
131/2017/12331;CENTRO;21/02/2017;OLEPGR;86.2 c);LEVE;250;18/04/2017;04/08/2017;SANCION
131/2017/12349;CENTRO;18/03/2017;OLEPGR;86.2 d);LEVE;200;19/04/2017;04/07/2017;SANCION
131/2017/12352;CENTRO;19/03/2017;OLEPGR;86.1 b);LEVE;250;18/04/2017;07/08/2017;SANCION
131/2017/12360;CENTRO;16/03/2017;OLEPGR;86.1 b);LEVE;250;18/04/2017;30/08/2017;SANCION
131/2017/12365;CENTRO;18/03/2017;OLEPGR;86.2 d);LEVE;200;19/04/2017;04/07/2017;SANCION
131/2017/13226;CENTRO;21/02/2017;OLEPGR;86.2 c);LEVE;250;25/04/2017;25/07/2017;SANCION
131/2017/13244;CENTRO;12/02/2017;OLEPGR;87.1 c);GRAVE;750;25/04/2017;29/12/2017;SANCION
131/2017/13249;CENTRO;09/02/2017;OLEPGR;86.2 c);LEVE;250;25/04/2017;25/07/2017;SANCION
131/2017/13338;CENTRO;14/03/2017;OLEPGR;86.2 c);LEVE;250;25/04/2017;31/07/2017;SANCION
131/2017/14424;CENTRO;04/04/2017;OLEPGR;86.2 d);LEVE;200;09/05/2017;20/10/2017;SANCION
131/2017/14517;CENTRO;09/04/2017;OLEPGR;86.2 d);LEVE;200;09/05/2017;21/11/2017;SANCION
131/2017/14625;CENTRO;07/04/2017;OLEPGR;86.1 b);LEVE;250;09/05/2017;07/12/2017;SANCION
131/2017/14648;CENTRO;21/03/2017;OLEPGR;86.1 b);LEVE;250;09/05/2017;03/01/2018;ESTIMACION
131/2017/14693;CENTRO;21/02/2017;OLEPGR;86.2 c);LEVE;250;09/05/2017;28/07/2017;SANCION
131/2017/14707;CENTRO;22/02/2017;OLEPGR;86.2 c);LEVE;250;09/05/2017;25/07/2017;SANCION
131/2017/14732;CENTRO;28/02/2017;OLEPGR;86.2 c);LEVE;250;09/05/2017;02/10/2017;SANCION
131/2017/15268;CENTRO;22/04/2017;OLEPGR;86.2 d);LEVE;200;16/05/2017;15/12/2017;SANCION
131/2017/15270;CENTRO;22/04/2017;OLEPGR;86.2 d);LEVE;200;16/05/2017;29/11/2017;SANCION
131/2017/15274;CENTRO;22/04/2017;OLEPGR;86.2 d);LEVE;200;16/05/2017;23/11/2017;SANCION
131/2017/15276;CENTRO;22/04/2017;OLEPGR;86.2 d);LEVE;200;16/05/2017;30/11/2017;SANCION
131/2017/15282;CENTRO;09/03/2017;OLEPGR;86.2 c);LEVE;250;16/05/2017;12/07/2017;SANCION
131/2017/15308;CENTRO;22/04/2017;OLEPGR;86.2 d);LEVE;300;16/05/2017;12/01/2018;SANCION
131/2017/15356;CENTRO;22/04/2017;OLEPGR;86.2 d);LEVE;200;16/05/2017;31/07/2017;SANCION
131/2017/15358;CENTRO;22/04/2017;OLEPGR;86.2 d);LEVE;200;16/05/2017;16/10/2017;SANCION
131/2017/16025;CENTRO;08/04/2017;OLEPGR;86.2 d);LEVE;200;23/05/2017;;
131/2017/16033;CENTRO;11/04/2017;OLEPGR;87.1 i);GRAVE;751;23/05/2017;17/11/2017;SANCION
131/2017/16043;CENTRO;02/04/2017;OLEPGR;86.2 d);LEVE;300;23/05/2017;;
131/2017/16063;CENTRO;09/04/2017;OLEPGR;86.2 d);LEVE;200;23/05/2017;11/07/2017;SANCION
131/2017/16080;CENTRO;15/04/2017;OLEPGR;86.1 b);LEVE;250;23/05/2017;21/11/2017;SANCION
131/2017/16081;CENTRO;11/04/2017;OLEPGR;86.1 c);LEVE;250;23/05/2017;17/11/2017;SANCION
131/2017/17124;CENTRO;11/12/2016;OLEPGR;87.1 a);GRAVE;751;31/05/2017;27/07/2017;SANCION
131/2017/17160;CENTRO;31/12/2016;OLEPGR;87.1 a);GRAVE;751;31/05/2017;07/12/2017;SANCION
131/2017/17163;CENTRO;04/12/2016;OLEPGR;87.1 a);GRAVE;751;31/05/2017;17/08/2017;SANCION
131/2017/17182;CENTRO;17/12/2016;OLEPGR;87.1 a);GRAVE;751;31/05/2017;24/11/2017;SANCION
131/2017/17185;CENTRO;17/12/2016;OLEPGR;87.1 a);GRAVE;751;31/05/2017;28/11/2017;SANCION
131/2017/17186;CENTRO;17/12/2016;OLEPGR;87.1 a);GRAVE;751;31/05/2017;26/07/2017;SANCION
131/2017/17199;CENTRO;08/12/2016;OLEPGR;87.1 a);GRAVE;751;31/05/2017;27/10/2017;SANCION
131/2017/17202;CENTRO;08/12/2016;OLEPGR;87.1 a);GRAVE;751;31/05/2017;04/08/2017;SANCION
131/2017/17208;CENTRO;08/12/2016;OLEPGR;87.1 a);GRAVE;751;31/05/2017;;
131/2017/17216;CENTRO;18/12/2016;OLEPGR;87.1 a);GRAVE;751;31/05/2017;27/10/2017;SANCION
131/2017/17219;CENTRO;08/12/2016;OLEPGR;87.1 a);GRAVE;751;31/05/2017;21/11/2017;SANCION
131/2017/17220;CENTRO;18/03/2017;OLEPGR;86.2 d);LEVE;200;31/05/2017;23/11/2017;SANCION
131/2017/17227;CENTRO;18/12/2016;OLEPGR;87.1 a);GRAVE;751;31/05/2017;03/11/2017;SANCION
131/2017/17231;CENTRO;18/12/2016;OLEPGR;87.1 a);GRAVE;751;31/05/2017;22/01/2018;SANCION
131/2017/17971;CENTRO;31/12/2017;OLEPGR;87.1 a);GRAVE;751;06/06/2017;24/11/2017;SANCION
131/2017/17983;CENTRO;19/04/2017;OLEPGR;86.1 b);LEVE;250;06/06/2017;23/11/2017;SANCION
131/2017/17984;CENTRO;16/05/2017;OLEPGR;86.2 d);LEVE;300;06/06/2017;28/11/2017;SANCION
131/2017/17992;CENTRO;15/05/2017;OLEPGR;86.1 b);LEVE;250;06/06/2017;24/11/2017;SANCION
131/2017/17996;CENTRO;14/05/2017;OLEPGR;86.2 d);LEVE;300;06/06/2017;12/01/2018;SANCION
131/2017/18015;CENTRO;30/04/2017;OLEPGR;86.2 d);LEVE;200;06/06/2017;30/11/2017;SANCION
131/2017/18080;CENTRO;16/04/2017;OLEPGR;86.1 b);LEVE;250;06/06/2017;;
131/2017/18088;CENTRO;27/12/2016;OLEPGR;87.1 a);GRAVE;751;06/06/2017;;
131/2017/18100;CENTRO;13/05/2017;OLEPGR;86.2 d);LEVE;200;06/06/2017;30/10/2017;SANCION
131/2017/18112;CENTRO;21/05/2017;OLEPGR;86.2 d);LEVE;200;06/06/2017;11/08/2017;SANCION
131/2017/18160;CENTRO;30/04/2017;OLEPGR;86.2 d);LEVE;200;06/06/2017;;
131/2017/19688;CENTRO;28/01/2017;OLEPGR;87.1 a);GRAVE;751;14/06/2017;;
131/2017/19705;CENTRO;28/01/2017;OLEPGR;87.1 a);GRAVE;751;14/06/2017;28/11/2017;SANCION
131/2017/19727;CENTRO;28/01/2017;OLEPGR;87.1 a);GRAVE;751;14/06/2017;21/12/2017;SANCION
131/2017/19741;CENTRO;29/01/2017;OLEPGR;87.1 a);GRAVE;751;14/06/2017;28/11/2017;SANCION
131/2017/19783;CENTRO;19/02/2017;OLEPGR;86.1 b);LEVE;250;14/06/2017;19/12/2017;SANCION
131/2017/19790;CENTRO;06/02/2017;OLEPGR;87.1 a);GRAVE;751;14/06/2017;15/11/2017;SANCION
131/2017/19792;CENTRO;05/02/2017;OLEPGR;87.1 a);GRAVE;751;14/06/2017;;
131/2017/19797;CENTRO;04/02/2017;OLEPGR;87.1 a);GRAVE;751;14/06/2017;16/08/2017;SANCION
131/2017/19798;CENTRO;04/02/2017;OLEPGR;87.1 a);GRAVE;751;14/06/2017;24/11/2017;SANCION
131/2017/19800;CENTRO;04/02/2017;OLEPGR;87.1 a);GRAVE;751;14/06/2017;13/12/2017;SANCION
131/2017/19802;CENTRO;04/02/2017;OLEPGR;87.1 a);GRAVE;751;14/06/2017;28/12/2017;SANCION
131/2017/19823;CENTRO;22/01/2017;OLEPGR;87.1 a);GRAVE;751;14/06/2017;14/08/2017;SANCION
131/2017/19827;CENTRO;22/01/2017;OLEPGR;87.1 a);GRAVE;751;14/06/2017;;
131/2017/19832;CENTRO;22/01/2017;OLEPGR;87.1 a);GRAVE;751;14/06/2017;27/11/2017;SANCION
131/2017/19834;CENTRO;22/01/2017;OLEPGR;87.1 a);GRAVE;751;14/06/2017;29/12/2017;SANCION
131/2017/19837;CENTRO;22/01/2017;OLEPGR;87.1 a);GRAVE;751;14/06/2017;05/12/2017;SANCION
131/2017/19842;CENTRO;22/01/2017;OLEPGR;87.1 a);GRAVE;751;14/06/2017;16/01/2018;SANCION
131/2017/19843;CENTRO;22/01/2017;OLEPGR;87.1 a);GRAVE;751;14/06/2017;27/11/2017;SANCION
131/2017/19851;CENTRO;22/01/2017;OLEPGR;87.1 a);GRAVE;751;14/06/2017;17/11/2017;SANCION
131/2017/19853;CENTRO;22/01/2017;OLEPGR;87.1 a);GRAVE;751;14/06/2017;19/12/2017;SANCION
131/2017/19866;CENTRO;22/01/2017;OLEPGR;87.1 a);GRAVE;751;14/06/2017;28/12/2017;SANCION
131/2017/20946;CENTRO;19/02/2017;OLEPGR;86.1 c);LEVE;250;22/06/2017;22/12/2017;SANCION
131/2017/20953;CENTRO;24/04/2017;OLEPGR;86.1 b);LEVE;250;22/06/2017;27/12/2017;SANCION
131/2017/20962;CENTRO;25/02/2017;OLEPGR;86.1 b);LEVE;250;22/06/2017;17/01/2018;SANCION
131/2017/20996;CENTRO;25/02/2017;OLEPGR;86.1 b);LEVE;200;22/06/2017;13/11/2017;SANCION
131/2017/21009;CENTRO;25/02/2017;OLEPGR;86.1 b);LEVE;200;22/06/2017;21/11/2017;SANCION
131/2017/21037;CENTRO;21/04/2017;OLEPGR;86.1 b);LEVE;200;22/06/2017;24/11/2017;SANCION
131/2017/21735;CENTRO;10/06/2017;OLEPGR;87.1 i);GRAVE;751;28/06/2017;02/01/2018;SANCION
131/2017/21766;CENTRO;22/05/2017;OLEPGR;87.1 c);GRAVE;750;28/06/2017;17/11/2017;SANCION
131/2017/21769;CENTRO;04/02/2017;OLEPGR;87.1 a);GRAVE;751;28/06/2017;24/11/2017;SANCION
131/2017/21775;CENTRO;19/02/2017;OLEPGR;87.1 a);GRAVE;751;28/06/2017;01/12/2017;SANCION
131/2017/21778;CENTRO;26/02/2017;OLEPGR;87.1 a);GRAVE;751;28/06/2017;29/11/2017;SANCION
131/2017/21779;CENTRO;26/02/2017;OLEPGR;87.1 a);GRAVE;751;28/06/2017;13/11/2017;SANCION
131/2017/21786;CENTRO;04/02/2017;OLEPGR;87.1 a);GRAVE;751;28/06/2017;30/11/2017;SANCION
131/2017/21789;CENTRO;04/02/2017;OLEPGR;87.1 a);GRAVE;751;28/06/2017;01/12/2017;SANCION
131/2017/21793;CENTRO;12/02/2017;OLEPGR;87.1 a);GRAVE;751;28/06/2017;16/01/2018;SANCION
131/2017/21796;CENTRO;12/02/2017;OLEPGR;87.1 a);GRAVE;751;28/06/2017;27/11/2017;SANCION
131/2017/21802;CENTRO;19/02/2017;OLEPGR;87.1 c);GRAVE;750;28/06/2017;29/12/2017;SANCION
131/2017/21806;CENTRO;23/05/2017;OLEPGR;87.1 c);GRAVE;750;28/06/2017;24/11/2017;SANCION
131/2017/21864;CENTRO;14/02/2017;OLEPGR;87.1 a);GRAVE;751;28/06/2017;24/11/2017;SANCION
131/2017/21865;CENTRO;23/02/2017;OLEPGR;87.1 a);GRAVE;751;28/06/2017;29/11/2017;SANCION
131/2017/21866;CENTRO;25/02/2017;OLEPGR;87.1 a);GRAVE;751;28/06/2017;23/11/2017;SANCION
131/2017/21870;CENTRO;24/02/2017;OLEPGR;87.1 a);GRAVE;751;28/06/2017;29/11/2017;SANCION
131/2017/21873;CENTRO;12/02/2017;OLEPGR;87.1 a);GRAVE;751;28/06/2017;22/11/2017;SANCION
131/2017/21876;CENTRO;12/02/2017;OLEPGR;87.1 a);GRAVE;751;28/06/2017;22/12/2017;SANCION
131/2017/21877;CENTRO;15/02/2017;OLEPGR;87.1 a);GRAVE;751;28/06/2017;07/12/2017;ESTIMACION
131/2017/21881;CENTRO;14/02/2017;OLEPGR;87.1 a);GRAVE;751;28/06/2017;22/11/2017;SANCION
131/2017/22548;CENTRO;09/06/2017;OLEPGR;86.2 d);LEVE;200;04/07/2017;12/01/2018;SANCION
131/2017/22556;CENTRO;11/06/2017;OLEPGR;86.2 d);LEVE;200;04/07/2017;22/12/2017;SANCION
131/2017/22564;CENTRO;11/06/2017;OLEPGR;86.2 d);LEVE;200;04/07/2017;;
131/2017/22571;CENTRO;11/06/2017;OLEPGR;86.2 d);LEVE;200;04/07/2017;07/12/2017;SANCION
131/2017/22574;CENTRO;10/06/2017;OLEPGR;86.2 d);LEVE;200;04/07/2017;07/12/2017;SANCION
131/2017/22587;CENTRO;10/06/2017;OLEPGR;86.2 d);LEVE;300;04/07/2017;29/11/2017;SANCION
131/2017/23611;CENTRO;14/06/2017;OLEPGR;86.1 b);LEVE;250;12/07/2017;19/09/2017;SANCION
131/2017/23712;CENTRO;18/02/2017;OLEPGR;87.1 a);GRAVE;751;12/07/2017;28/11/2017;SANCION
131/2017/24398;CENTRO;02/03/2017;OLEPGR;86.1 b);LEVE;250;18/07/2017;28/11/2017;SANCION
131/2017/24432;CENTRO;06/03/2017;OLEPGR;87.1 a);GRAVE;751;19/07/2017;12/12/2017;SANCION
131/2017/24456;CENTRO;05/03/2017;OLEPGR;87.1 a);GRAVE;751;18/07/2017;20/09/2017;SANCION
131/2017/24458;CENTRO;01/03/2017;OLEPGR;87.1 c);GRAVE;750;18/07/2017;28/11/2017;SANCION
131/2017/24460;CENTRO;05/03/2017;OLEPGR;87.1 a);GRAVE;751;19/07/2017;22/11/2017;SANCION
131/2017/24463;CENTRO;05/03/2017;OLEPGR;87.1 a);GRAVE;751;19/07/2017;05/10/2017;SANCION
131/2017/24479;CENTRO;04/03/2017;OLEPGR;87.1 a);GRAVE;751;19/07/2017;22/12/2017;SANCION
131/2017/24481;CENTRO;04/03/2017;OLEPGR;87.1 a);GRAVE;751;19/07/2017;13/12/2017;SANCION
131/2017/28917;CENTRO;18/06/2017;OLEPGR;86.2 d);LEVE;200;05/09/2017;07/12/2017;SANCION
131/2017/28933;CENTRO;25/06/2017;OLEPGR;86.2 d);LEVE;200;05/09/2017;;
131/2017/28939;CENTRO;22/07/2017;OLEPGR;86.2 d);LEVE;200;05/09/2017;22/11/2017;SANCION
131/2017/28943;CENTRO;06/08/2017;OLEPGR;86.2 d);LEVE;300;05/09/2017;07/11/2017;SANCION
131/2017/28946;CENTRO;01/07/2017;OLEPGR;86.2 d);LEVE;300;05/09/2017;30/10/2017;SANCION
131/2017/28963;CENTRO;01/07/2017;OLEPGR;86.2 d);LEVE;300;05/09/2017;04/10/2017;SANCION
131/2017/28964;CENTRO;09/07/2017;OLEPGR;86.2 d);LEVE;200;05/09/2017;;
131/2017/28966;CENTRO;13/08/2017;OLEPGR;86.2 d);LEVE;300;05/09/2017;;
131/2017/28989;CENTRO;22/07/2017;OLEPGR;86.2 d);LEVE;200;05/09/2017;21/12/2017;SANCION
131/2017/29565;CENTRO;09/07/2017;OLEPGR;86.1 b);LEVE;250;12/09/2017;20/12/2017;SANCION
131/2017/29567;CENTRO;25/06/2017;OLEPGR;86.1 b);LEVE;250;12/09/2017;;
131/2017/29568;CENTRO;29/06/2017;OLEPGR;86.1 b);LEVE;250;12/09/2017;15/12/2017;SANCION
131/2017/29608;CENTRO;02/08/2017;OLEPGR;86.1 b);LEVE;250;12/09/2017;21/12/2017;SANCION
131/2017/29654;CENTRO;07/08/2017;OLEPGR;86.1 b);LEVE;250;12/09/2017;10/01/2018;SANCION
131/2017/29750;CENTRO;23/07/2017;OLEPGR;86.1 c);LEVE;250;12/09/2017;23/11/2017;SANCION
131/2017/29754;CENTRO;14/07/2017;OLEPGR;86.1 c);LEVE;250;12/09/2017;22/01/2018;SANCION
131/2017/31050;CENTRO;19/08/2017;OLEPGR;86.1 b);LEVE;250;19/09/2017;;
131/2017/31057;CENTRO;20/08/2017;OLEPGR;86.1 b);LEVE;250;19/09/2017;29/01/2018;SANCION
131/2017/31059;CENTRO;24/07/2017;OLEPGR;86.1 b);LEVE;250;19/09/2017;;
131/2017/31060;CENTRO;26/05/2017;OLEPGR;86.1 b);LEVE;250;19/09/2017;;
131/2017/31068;CENTRO;22/08/2017;OLEPGR;87.1 b);LEVE;602;19/09/2017;16/01/2018;SANCION
131/2017/31175;CENTRO;20/08/2017;OLEPGR;86.2 d);LEVE;200;20/09/2017;15/12/2017;SANCION
131/2017/31191;CENTRO;06/08/2017;OLEPGR;86.2 d);LEVE;300;20/09/2017;11/12/2017;SANCION
131/2017/31255;CENTRO;17/08/2017;OLEPGR;86.2 d);LEVE;200;20/09/2017;;
131/2017/32147;CENTRO;15/08/2017;OLEPGR;86.2 d);LEVE;200;26/09/2017;;
131/2017/32180;CENTRO;12/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;22/11/2017;SANCION
131/2017/32249;CENTRO;22/07/2016;OLEPGR;86.2 d);LEVE;200;27/09/2017;;
131/2017/32275;CENTRO;22/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;;
131/2017/32293;CENTRO;08/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;14/12/2017;SANCION
131/2017/32296;CENTRO;08/03/2017;OLEPGR;87.1 a);GRAVE;751;26/09/2017;;
131/2017/32384;CENTRO;27/08/2017;OLEPGR;86.2 d);LEVE;300;03/10/2017;;
131/2017/32395;CENTRO;30/06/2017;OLEPGR;87.1 a);GRAVE;751;27/09/2017;;
131/2017/33018;CENTRO;12/09/2017;OLEPGR;87.1 i);GRAVE;751;03/10/2017;;
131/2017/33036;CENTRO;09/04/2017;OLEPGR;87.1 a);GRAVE;751;02/10/2017;;
131/2017/33039;CENTRO;15/04/2017;OLEPGR;87.1 a);GRAVE;751;02/10/2017;07/12/2017;SANCION
131/2017/33043;CENTRO;02/04/2017;OLEPGR;87.1 a);GRAVE;751;02/10/2017;;
131/2017/33045;CENTRO;01/04/2017;OLEPGR;87.1 a);GRAVE;751;02/10/2017;25/11/2017;SANCION
131/2017/33048;CENTRO;01/04/2017;OLEPGR;87.1 a);GRAVE;751;02/10/2017;22/01/2018;SANCION
131/2017/33050;CENTRO;02/04/2017;OLEPGR;87.1 a);GRAVE;751;02/10/2017;23/11/2017;SANCION
131/2017/33053;CENTRO;02/04/2017;OLEPGR;87.1 a);GRAVE;751;02/10/2017;;
131/2017/33070;CENTRO;26/03/2017;OLEPGR;87.1 a);GRAVE;751;02/10/2017;22/11/2017;SANCION
131/2017/33079;CENTRO;02/09/2017;OLEPGR;86.2 d);LEVE;200;03/10/2017;;
131/2017/34148;CENTRO;23/04/2017;OLEPGR;87.1 a);GRAVE;751;09/10/2017;;
131/2017/34162;CENTRO;28/04/2017;OLEPGR;87.1 a);GRAVE;751;09/10/2017;23/11/2017;SANCION
131/2017/34196;CENTRO;23/04/2017;OLEPGR;87.1 a);GRAVE;751;09/10/2017;11/12/2017;SANCION
131/2017/34213;CENTRO;16/09/2017;OLEPGR;86.2 d);LEVE;200;09/10/2017;29/12/2017;SANCION
131/2017/34226;CENTRO;30/07/2017;OLEPGR;86.2 d);LEVE;300;09/10/2017;28/12/2017;SANCION
131/2017/34229;CENTRO;30/07/2017;OLEPGR;86.2 d);LEVE;300;09/10/2017;27/12/2017;SANCION
131/2017/34230;CENTRO;30/07/2017;OLEPGR;86.2 d);LEVE;200;09/10/2017;27/12/2017;SANCION
131/2017/34238;CENTRO;02/04/2017;OLEPGR;87.1 a);GRAVE;751;09/10/2017;;
131/2017/34248;CENTRO;30/07/2017;OLEPGR;86.2 d);LEVE;200;09/10/2017;24/01/2018;SANCION
131/2017/34251;CENTRO;30/07/2017;OLEPGR;86.2 d);LEVE;200;09/10/2017;18/12/2017;SANCION
131/2017/34841;CENTRO;09/04/2017;OLEPGR;87.1 a);GRAVE;751;16/10/2017;21/12/2017;SANCION
131/2017/34843;CENTRO;09/04/2017;OLEPGR;87.1 a);GRAVE;751;16/10/2017;;
131/2017/34845;CENTRO;09/04/2017;OLEPGR;87.1 a);GRAVE;751;16/10/2017;;
131/2017/34847;CENTRO;09/04/2017;OLEPGR;87.1 a);GRAVE;751;16/10/2017;05/01/2018;SANCION
131/2017/34848;CENTRO;09/04/2017;OLEPGR;87.1 a);GRAVE;751;16/10/2017;;
131/2017/34853;CENTRO;09/04/2017;OLEPGR;87.1 a);GRAVE;751;16/10/2017;;
131/2017/34873;CENTRO;09/04/2017;OLEPGR;87.1 a);GRAVE;751;16/10/2017;;
131/2017/34875;CENTRO;17/09/2017;OLEPGR;86.2 d);LEVE;200;17/10/2017;;
131/2017/34881;CENTRO;02/04/2017;OLEPGR;87.1 a);GRAVE;751;16/10/2017;28/12/2017;SANCION
131/2017/34883;CENTRO;02/04/2017;OLEPGR;87.1 a);GRAVE;751;16/10/2017;05/12/2017;SANCION
131/2017/34885;CENTRO;02/04/2017;OLEPGR;87.1 a);GRAVE;751;16/10/2017;27/12/2017;SANCION
131/2017/34886;CENTRO;16/04/2017;OLEPGR;87.1 a);GRAVE;751;16/10/2017;;
131/2017/34916;CENTRO;16/04/2017;OLEPGR;87.1 a);GRAVE;751;17/10/2017;;
131/2017/34920;CENTRO;15/04/2017;OLEPGR;87.1 a);GRAVE;751;16/10/2017;;
131/2017/34922;CENTRO;14/04/2017;OLEPGR;87.1 a);GRAVE;751;16/10/2017;;
131/2017/34930;CENTRO;16/04/2017;OLEPGR;87.1 a);GRAVE;751;17/10/2017;;
131/2017/35988;CENTRO;01/05/2017;OLEPGR;87.1 a);GRAVE;751;23/10/2017;;
131/2017/36006;CENTRO;02/05/2017;OLEPGR;87.1 a);GRAVE;751;23/10/2017;;
131/2017/36037;CENTRO;13/05/2017;OLEPGR;87.1 a);GRAVE;751;23/10/2017;;
131/2017/36039;CENTRO;13/05/2017;OLEPGR;87.1 a);GRAVE;751;23/10/2017;25/01/2018;SANCION
131/2017/36050;CENTRO;27/09/2017;OLEPGR;86.1 h);LEVE;500;23/10/2017;;
131/2017/36071;CENTRO;29/09/2017;OLEPGR;86.1 b);LEVE;250;23/10/2017;;
131/2017/36143;CENTRO;29/09/2017;OLEPGR;87.1 c);GRAVE;750;23/10/2017;;
131/2017/36144;CENTRO;30/09/2017;OLEPGR;87.1 c);GRAVE;750;23/10/2017;16/01/2018;SANCION
131/2017/36239;CENTRO;28/04/2017;OLEPGR;87.1 a);GRAVE;751;24/10/2017;;
131/2017/36254;CENTRO;13/05/2017;OLEPGR;87.1 a);GRAVE;751;24/10/2017;;
131/2017/36259;CENTRO;13/05/2017;OLEPGR;87.1 a);GRAVE;751;24/10/2017;20/12/2017;SANCION
131/2017/36266;CENTRO;13/05/2017;OLEPGR;87.1 a);GRAVE;751;24/10/2017;;
131/2017/37385;CENTRO;26/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37419;CENTRO;26/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37426;CENTRO;26/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37440;CENTRO;27/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37441;CENTRO;27/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37450;CENTRO;28/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37455;CENTRO;26/05/2017;OLEPGR;87.1 a);GRAVE;751;31/10/2017;;
131/2017/37465;CENTRO;21/05/2017;OLEPGR;87.1 a);GRAVE;751;02/11/2017;;
131/2017/37472;CENTRO;19/05/2017;OLEPGR;87.1 a);GRAVE;751;02/11/2017;;
131/2017/37480;CENTRO;19/05/2017;OLEPGR;87.1 a);GRAVE;751;02/11/2017;04/12/2017;SANCION
131/2017/37501;CENTRO;22/05/2017;OLEPGR;87.1 a);GRAVE;751;02/11/2017;;
131/2017/37504;CENTRO;21/05/2017;OLEPGR;87.1 a);GRAVE;751;02/11/2017;;
131/2017/37511;CENTRO;21/05/2017;OLEPGR;87.1 a);GRAVE;751;02/11/2017;;
131/2017/37516;CENTRO;20/05/2017;OLEPGR;87.1 a);GRAVE;751;02/11/2017;27/12/2017;SANCION
131/2017/37521;CENTRO;01/05/2017;OLEPGR;87.1 a);GRAVE;751;02/11/2017;10/01/2018;SANCION
131/2017/37535;CENTRO;13/05/2017;OLEPGR;87.1 a);GRAVE;751;02/11/2017;;
131/2017/37537;CENTRO;21/05/2017;OLEPGR;87.1 a);GRAVE;751;02/11/2017;;
131/2017/37552;CENTRO;13/05/2017;OLEPGR;87.1 a);GRAVE;751;02/11/2017;;
131/2017/37555;CENTRO;13/05/2017;OLEPGR;87.1 a);GRAVE;751;02/11/2017;;
131/2017/38202;CENTRO;14/05/2017;OLEPGR;87.1 a);GRAVE;751;07/11/2017;25/01/2018;SANCION
